1652555854.097631 server started (38793): version 3.2a, socket /private/tmp/tmux-501/default, protocol 8
1652555854.099511 cmd_parse: bind-key: argv[0]=bind
1652555854.099517 cmd_parse: bind-key: argv[1]=-N
1652555854.099524 cmd_parse: bind-key: argv[2]=Split window vertically
1652555854.099529 cmd_parse: bind-key: argv[3]="
1652555854.099534 cmd_parse: bind-key: argv[4]=split-window
1652555854.099545 cmd_parse_build_commands: bind-key -N "Split window vertically" \\" split-window
1652555854.099553 cmdq_get_command: [bind-key/0x12280a150] group 17
1652555854.099559 cmdq_append <global>: [bind-key/0x12280a150]
1652555854.099564 yylex_token: bind
1652555854.099569 yylex_token: -N
1652555854.099576 yylex_token: List all paste buffers
1652555854.099581 yylex_token: #
1652555854.099587 yylex_token: list-buffers
1652555854.099594 cmd_parse_build_commands: 0 bind
1652555854.099600 cmd_parse_build_commands: argv[0]=bind
1652555854.099605 cmd_parse_build_commands: argv[1]=-N
1652555854.099610 cmd_parse_build_commands: argv[2]=List all paste buffers
1652555854.099615 cmd_parse_build_commands: argv[3]=#
1652555854.099620 cmd_parse_build_commands: argv[4]=list-buffers
1652555854.099625 cmd_parse: bind-key: argv[0]=bind
1652555854.099630 cmd_parse: bind-key: argv[1]=-N
1652555854.099635 cmd_parse: bind-key: argv[2]=List all paste buffers
1652555854.099640 cmd_parse: bind-key: argv[3]=#
1652555854.099645 cmd_parse: bind-key: argv[4]=list-buffers
1652555854.099656 cmd_parse_build_commands: bind-key -N "List all paste buffers" \\# list-buffers
1652555854.099663 cmdq_get_command: [bind-key/0x12280a550] group 20
1652555854.099669 cmdq_append <global>: [bind-key/0x12280a550]
1652555854.099675 yylex_token: bind
1652555854.099680 yylex_token: -N
1652555854.099686 yylex_token: Rename current session
1652555854.099692 yylex_token: $
1652555854.099697 yylex_token: command-prompt
1652555854.099703 yylex_token: -I#S
1652555854.099711 yylex_token: rename-session -- '%%'
1652555854.099719 cmd_parse_build_commands: 0 bind
1652555854.099725 cmd_parse_build_commands: argv[0]=bind
1652555854.099732 cmd_parse_build_commands: argv[1]=-N
1652555854.099738 cmd_parse_build_commands: argv[2]=Rename current session
1652555854.099744 cmd_parse_build_commands: argv[3]=$
1652555854.099750 cmd_parse_build_commands: argv[4]=command-prompt
1652555854.099756 cmd_parse_build_commands: argv[5]=-I#S
1652555854.099763 cmd_parse_build_commands: argv[6]=rename-session -- '%%'
1652555854.099770 cmd_parse: bind-key: argv[0]=bind
1652555854.099777 cmd_parse: bind-key: argv[1]=-N
1652555854.099783 cmd_parse: bind-key: argv[2]=Rename current session
1652555854.099789 cmd_parse: bind-key: argv[3]=$
1652555854.099795 cmd_parse: bind-key: argv[4]=command-prompt
1652555854.099802 cmd_parse: bind-key: argv[5]=-I#S
1652555854.099808 cmd_parse: bind-key: argv[6]=rename-session -- '%%'
1652555854.099823 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ command-prompt "-I#S" "rename-session -- '%%'"
1652555854.099830 cmdq_get_command: [bind-key/0x12280aa10] group 23
1652555854.099845 cmdq_append <global>: [bind-key/0x12280aa10]
1652555854.099851 yylex_token: bind
1652555854.099857 yylex_token: -N
1652555854.099865 yylex_token: Split window horizontally
1652555854.099870 yylex_get_word: %
1652555854.099876 yylex_token: split-window
1652555854.099881 yylex_token: -h
1652555854.099888 cmd_parse_build_commands: 0 bind
1652555854.099894 cmd_parse_build_commands: argv[0]=bind
1652555854.099900 cmd_parse_build_commands: argv[1]=-N
1652555854.099905 cmd_parse_build_commands: argv[2]=Split window horizontally
1652555854.099910 cmd_parse_build_commands: argv[3]=%
1652555854.099915 cmd_parse_build_commands: argv[4]=split-window
1652555854.099920 cmd_parse_build_commands: argv[5]=-h
1652555854.099926 cmd_parse: bind-key: argv[0]=bind
1652555854.099932 cmd_parse: bind-key: argv[1]=-N
1652555854.099937 cmd_parse: bind-key: argv[2]=Split window horizontally
1652555854.099942 cmd_parse: bind-key: argv[3]=%
1652555854.099947 cmd_parse: bind-key: argv[4]=split-window
1652555854.099952 cmd_parse: bind-key: argv[5]=-h
1652555854.099965 cmd_parse_build_commands: bind-key -N "Split window horizontally" % split-window -h
1652555854.099971 cmdq_get_command: [bind-key/0x12280aeb0] group 26
